成交单价（元）,成交金额（万元）,经度,纬度,到市中心距离_km,城市编码,区域编码,面积（m²）,室数,厅数,卫数,总房间数,每室面积,总楼层数,当前楼层估算,楼层比例,朝向评分,房龄,建筑年份_数值,小区面积_数值,小区户数_数值,容积率_数值,绿化率_数值,物业费_数值,成交年份,成交月份,成交季度,name,城市,area,address
7710,110.6,121.0493348214,31.315133929,1042.7687306219846,0,4,143.46,4.0,2.0,,6.0,35.865,11.0,11.0,1.0,4.0,19.0,2006.0,60000.0,950.0,1.6,30.0,1.0,2025,2,1,名湖花苑,天津,上海周边,上海周边-昆山-新开河路21号
7637,110.0,121.0493348214,31.315133929,1042.7687306219846,0,4,144.04,4.0,2.0,,6.0,36.01,7.0,7.0,1.0,4.0,19.0,2006.0,60000.0,950.0,1.6,30.0,1.0,2024,12,4,名湖花苑,天津,上海周边,上海周边-昆山-新开河路21号
8191,117.5,121.0493348214,31.315133929,1042.7687306219846,0,4,143.46,4.0,2.0,,6.0,35.865,11.0,11.0,1.0,4.0,19.0,2006.0,60000.0,950.0,1.6,30.0,1.0,2024,12,4,名湖花苑,天津,上海周边,上海周边-昆山-新开河路21号
20171,177.5,121.095028711,32.0865356374,965.79157837084,0,4,88.0,2.0,1.0,,3.0,44.0,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2025,4,2,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
23977,345.0,121.095028711,32.0865356374,965.79157837084,0,4,143.89,3.0,2.0,,5.0,47.96333333333333,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2024,12,4,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
24512,266.0,121.095028711,32.0865356374,965.79157837084,0,4,108.52,3.0,1.0,,4.0,36.17333333333333,25.0,25.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2024,12,4,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
23978,259.0,121.095028711,32.0865356374,965.79157837084,0,4,108.02,3.0,1.0,,4.0,36.00666666666667,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2024,11,4,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
25695,370.0,121.095028711,32.0865356374,965.79157837084,0,4,144.0,3.0,2.0,,5.0,48.0,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2024,10,4,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
22707,222.0,121.095028711,32.0865356374,965.79157837084,0,4,97.77,3.0,1.0,,4.0,32.589999999999996,26.0,26.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2024,10,4,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
23821,258.0,121.095028711,32.0865356374,965.79157837084,0,4,108.31,3.0,2.0,,5.0,36.10333333333333,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.6,2024,9,3,天晖苑,天津,上海周边,"上海周边-南通-湘江北路,近古沙路"
13558,116.5,114.8607941212,38.0350253886,247.1254636453189,0,312,85.93,2.0,2.0,,4.0,42.965,18.0,18.0,1.0,3.0,5.0,2020.0,60000.0,950.0,2.0,25.0,1.9,2025,4,2,美的云熙府,天津,藁城,藁城-迎宾大道-市府东路210号
12654,146.0,114.8607941212,38.0350253886,247.1254636453189,0,312,115.38,3.0,1.0,,4.0,38.46,17.0,17.0,1.0,3.0,5.0,2020.0,60000.0,950.0,2.0,25.0,1.9,2024,12,4,美的云熙府,天津,藁城,藁城-迎宾大道-市府东路210号
15387,152.0,114.8607941212,38.0350253886,247.1254636453189,0,312,98.79,3.0,2.0,,5.0,32.93,11.0,11.0,1.0,4.0,5.0,2020.0,60000.0,950.0,2.0,25.0,1.9,2024,12,4,美的云熙府,天津,藁城,藁城-迎宾大道-市府东路210号
13677,133.0,114.8607941212,38.0350253886,247.1254636453189,0,312,97.25,3.0,2.0,,5.0,32.416666666666664,18.0,18.0,1.0,3.0,5.0,2020.0,60000.0,950.0,2.0,25.0,1.9,2024,10,4,美的云熙府,天津,藁城,藁城-迎宾大道-市府东路210号
45232,700.0,117.2224463185,39.1109530154,112.55761874832258,0,209,154.76,3.0,2.0,,5.0,51.586666666666666,30.0,30.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
43940,680.0,117.2224463185,39.1109530154,112.55761874832258,0,209,154.76,3.0,2.0,,5.0,51.586666666666666,30.0,30.0,1.0,5.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
46912,875.0,117.2224463185,39.1109530154,112.55761874832258,0,209,186.52,4.0,2.0,,6.0,46.63,30.0,30.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,12,4,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
51175,950.0,117.2224463185,39.1109530154,112.55761874832258,0,209,185.64,3.0,2.0,,5.0,61.879999999999995,7.0,7.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,12,4,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
45364,700.0,117.2224463185,39.1109530154,112.55761874832258,0,209,154.31,3.0,2.0,,5.0,51.43666666666667,30.0,30.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,9,3,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
46136,980.0,117.2224463185,39.1109530154,112.55761874832258,0,209,212.42,3.0,2.0,,5.0,70.80666666666666,30.0,30.0,1.0,6.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,9,3,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
44704,720.0,117.2224463185,39.1109530154,112.55761874832258,0,209,161.06,2.0,2.0,,4.0,80.53,30.0,30.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,8,3,海河金茂府,天津,河东,"河东-大王庄-海河东路,近十五经路"
26112,320.0,117.216879607,39.0730390154,115.61470945801751,0,213,122.55,3.0,1.0,,4.0,40.85,30.0,30.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,3.99,2024,11,4,江南邑,天津,河西,河西-梅江-郁江道
27826,341.0,117.216879607,39.0730390154,115.61470945801751,0,213,122.55,3.0,2.0,,5.0,40.85,30.0,30.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,3.99,2024,9,3,江南邑,天津,河西,河西-梅江-郁江道
7097,212.0,117.7150566066,39.1073482713,142.9560780725357,0,245,298.73,5.0,3.0,,8.0,59.746,3.0,3.0,1.0,4.0,25.0,2000.0,60000.0,950.0,0.7,30.0,3.9,2024,10,4,北塘古镇,天津,滨海新区,滨海新区-北塘-北塘大街100号
8394,85.0,117.2638883465,39.6949851517,76.77840689263836,0,113,101.27,3.0,2.0,,5.0,33.75666666666667,24.0,24.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,40.0,1.72,2024,8,3,安田心屿,天津,宝坻,宝坻-宝坻-潮阳大道
9853,119.0,117.2638883465,39.6949851517,76.77840689263836,0,113,120.78,3.0,2.0,,5.0,40.26,17.0,17.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,40.0,1.72,2024,7,3,安田心屿,天津,宝坻,宝坻-宝坻-潮阳大道
10379,115.0,117.2638883465,39.6949851517,76.77840689263836,0,113,110.81,3.0,1.0,,4.0,36.93666666666667,6.0,6.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,40.0,1.72,2024,7,3,安田心屿,天津,宝坻,宝坻-宝坻-潮阳大道
6018,53.0,117.1679355268,38.8994167668,129.4322191150546,0,386,88.07,3.0,2.0,,5.0,29.356666666666666,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,4,2,星河领御,天津,静海,静海-静海-天房北路
5638,49.5,117.1679355268,38.8994167668,129.4322191150546,0,386,87.81,3.0,2.0,,5.0,29.27,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,3,1,星河领御,天津,静海,静海-静海-天房北路
5678,50.0,117.1679355268,38.8994167668,129.4322191150546,0,386,88.07,3.0,2.0,,5.0,29.356666666666666,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,3,1,星河领御,天津,静海,静海-静海-天房北路
7630,88.0,117.1679355268,38.8994167668,129.4322191150546,0,386,115.34,3.0,2.0,,5.0,38.446666666666665,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,3,1,星河领御,天津,静海,静海-静海-天房北路
7118,62.5,117.1679355268,38.8994167668,129.4322191150546,0,386,87.81,3.0,1.0,,4.0,29.27,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,2,1,星河领御,天津,静海,静海-静海-天房北路
6382,73.6,117.1679355268,38.8994167668,129.4322191150546,0,386,115.33,3.0,2.0,,5.0,38.443333333333335,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,2,1,星河领御,天津,静海,静海-静海-天房北路
7518,66.5,117.1679355268,38.8994167668,129.4322191150546,0,386,88.46,3.0,1.0,,4.0,29.486666666666665,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,2,1,星河领御,天津,静海,静海-静海-天房北路
6222,84.0,117.1679355268,38.8994167668,129.4322191150546,0,386,135.01,4.0,2.0,,6.0,33.7525,5.0,5.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2025,1,1,星河领御,天津,静海,静海-静海-天房北路
6336,85.7,117.1679355268,38.8994167668,129.4322191150546,0,386,135.26,4.0,2.0,,6.0,33.815,5.0,5.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,12,4,星河领御,天津,静海,静海-静海-天房北路
6764,78.0,117.1679355268,38.8994167668,129.4322191150546,0,386,115.33,3.0,2.0,,5.0,38.443333333333335,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,11,4,星河领御,天津,静海,静海-静海-天房北路
9210,91.0,117.1679355268,38.8994167668,129.4322191150546,0,386,98.81,3.0,2.0,,5.0,32.93666666666667,7.0,7.0,1.0,3.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,11,4,星河领御,天津,静海,静海-静海-天房北路
8001,92.5,117.1679355268,38.8994167668,129.4322191150546,0,386,115.62,3.0,2.0,,5.0,38.54,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,11,4,星河领御,天津,静海,静海-静海-天房北路
6660,76.8,117.1679355268,38.8994167668,129.4322191150546,0,386,115.33,3.0,2.0,,5.0,38.443333333333335,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,10,4,星河领御,天津,静海,静海-静海-天房北路
6243,72.0,117.1679355268,38.8994167668,129.4322191150546,0,386,115.33,3.0,2.0,,5.0,38.443333333333335,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,10,4,星河领御,天津,静海,静海-静海-天房北路
8237,95.0,117.1679355268,38.8994167668,129.4322191150546,0,386,115.34,3.0,2.0,,5.0,38.446666666666665,6.0,6.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,8,3,星河领御,天津,静海,静海-静海-天房北路
9709,112.0,117.1679355268,38.8994167668,129.4322191150546,0,386,115.36,3.0,2.0,,5.0,38.45333333333333,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,7,3,星河领御,天津,静海,静海-静海-天房北路
10305,139.4,117.1679355268,38.8994167668,129.4322191150546,0,386,135.28,4.0,2.0,,6.0,33.82,5.0,5.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,6,2,星河领御,天津,静海,静海-静海-天房北路
8987,88.8,117.1679355268,38.8994167668,129.4322191150546,0,386,98.81,3.0,2.0,,5.0,32.93666666666667,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,6,2,星河领御,天津,静海,静海-静海-天房北路
8258,95.0,117.1679355268,38.8994167668,129.4322191150546,0,386,115.05,3.0,2.0,,5.0,38.35,7.0,7.0,1.0,4.0,5.0,2020.0,60000.0,950.0,1.8,40.0,3.0,2024,6,2,星河领御,天津,静海,静海-静海-天房北路
50140,395.0,117.1898374195,39.1185172051,110.17112552670011,0,70,78.78,2.0,1.0,,3.0,39.39,61.0,61.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
52750,563.0,117.1898374195,39.1185172051,110.17112552670011,0,70,106.73,2.0,1.0,,3.0,53.365,46.0,46.0,1.0,2.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
49347,351.0,117.1898374195,39.1185172051,110.17112552670011,0,70,71.13,1.0,1.0,,2.0,71.13,46.0,46.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
55775,340.0,117.1898374195,39.1185172051,110.17112552670011,0,70,60.96,1.0,1.0,,2.0,60.96,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
55797,322.0,117.1898374195,39.1185172051,110.17112552670011,0,70,57.71,1.0,1.0,,2.0,57.71,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,2,1,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
56315,309.0,117.1898374195,39.1185172051,110.17112552670011,0,70,54.87,1.0,1.0,,2.0,54.87,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,1,1,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
53553,450.0,117.1898374195,39.1185172051,110.17112552670011,0,70,84.03,2.0,1.0,,3.0,42.015,46.0,46.0,1.0,5.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,1,1,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
58235,355.0,117.1898374195,39.1185172051,110.17112552670011,0,70,60.96,1.0,1.0,,2.0,60.96,61.0,61.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,12,4,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
56197,419.0,117.1898374195,39.1185172051,110.17112552670011,0,70,74.56,2.0,2.0,,4.0,37.28,46.0,46.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
72936,318.0,117.1898374195,39.1185172051,110.17112552670011,0,70,43.6,1.0,1.0,,2.0,43.6,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
55125,483.0,117.1898374195,39.1185172051,110.17112552670011,0,70,87.62,2.0,1.0,,3.0,43.81,46.0,46.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,10,4,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
67071,310.0,117.1898374195,39.1185172051,110.17112552670011,0,70,46.22,1.0,1.0,,2.0,46.22,61.0,61.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,9,3,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
52194,533.0,117.1898374195,39.1185172051,110.17112552670011,0,70,102.12,2.0,1.0,,3.0,51.06,61.0,61.0,1.0,2.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,8,3,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
75689,330.0,117.1898374195,39.1185172051,110.17112552670011,0,70,43.6,1.0,1.0,,2.0,43.6,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,7,3,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
61516,375.0,117.1898374195,39.1185172051,110.17112552670011,0,70,60.96,1.0,1.0,,2.0,60.96,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,7,3,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
60696,370.0,117.1898374195,39.1185172051,110.17112552670011,0,70,60.96,1.0,1.0,,2.0,60.96,61.0,61.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,7,3,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
58777,515.0,117.1898374195,39.1185172051,110.17112552670011,0,70,87.62,2.0,1.0,,3.0,43.81,46.0,46.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,7,3,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
63649,388.0,117.1898374195,39.1185172051,110.17112552670011,0,70,60.96,1.0,1.0,,2.0,60.96,61.0,61.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,6,2,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
62008,378.0,117.1898374195,39.1185172051,110.17112552670011,0,70,60.96,1.0,1.0,,2.0,60.96,61.0,61.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,6,2,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
60664,450.0,117.1898374195,39.1185172051,110.17112552670011,0,70,74.18,2.0,1.0,,3.0,37.09,46.0,46.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,5,2,和平翰林公馆,天津,和平,和平-劝业场-南京路108号
20158,380.0,117.1771495536,39.1195223147,109.42199322593986,0,70,188.52,4.0,2.0,,6.0,47.13,29.0,29.0,1.0,4.0,25.0,2000.0,60000.0,950.0,4.0,30.0,0.8,2025,1,1,河川大厦,天津,和平,和平-南营门-南京路235号
26837,300.0,117.1771495536,39.1195223147,109.42199322593986,0,70,111.79,2.0,2.0,,4.0,55.895,29.0,29.0,1.0,5.0,25.0,2000.0,60000.0,950.0,4.0,30.0,0.8,2024,11,4,河川大厦,天津,和平,和平-南营门-南京路235号
31082,306.0,117.1771495536,39.1195223147,109.42199322593986,0,70,98.45,2.0,1.0,,3.0,49.225,29.0,29.0,1.0,3.0,25.0,2000.0,60000.0,950.0,4.0,30.0,0.8,2024,11,4,河川大厦,天津,和平,和平-南营门-南京路235号
13175,114.0,116.9993754561,39.3847797957,76.84324599911675,0,191,86.53,2.0,2.0,,4.0,43.265,11.0,11.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12828,125.0,116.9993754561,39.3847797957,76.84324599911675,0,191,97.45,3.0,2.0,,5.0,32.483333333333334,24.0,24.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
13637,118.0,116.9993754561,39.3847797957,76.84324599911675,0,191,86.53,2.0,1.0,,3.0,43.265,11.0,11.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
11684,142.0,116.9993754561,39.3847797957,76.84324599911675,0,191,121.54,3.0,2.0,,5.0,40.513333333333335,26.0,26.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12394,136.5,116.9993754561,39.3847797957,76.84324599911675,0,191,110.14,3.0,1.0,,4.0,36.71333333333333,26.0,26.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
13876,121.9,116.9993754561,39.3847797957,76.84324599911675,0,191,87.85,2.0,2.0,,4.0,43.925,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,3,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
10236,89.0,116.9993754561,39.3847797957,76.84324599911675,0,191,86.95,2.0,2.0,,4.0,43.475,26.0,26.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,2,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12784,125.0,116.9993754561,39.3847797957,76.84324599911675,0,191,97.78,3.0,2.0,,5.0,32.593333333333334,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,1,1,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12890,143.0,116.9993754561,39.3847797957,76.84324599911675,0,191,110.94,3.0,1.0,,4.0,36.98,26.0,26.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,12,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
14121,137.6,116.9993754561,39.3847797957,76.84324599911675,0,191,97.45,3.0,1.0,,4.0,32.483333333333334,24.0,24.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
10262,100.0,116.9993754561,39.3847797957,76.84324599911675,0,191,97.45,3.0,2.0,,5.0,32.483333333333334,24.0,24.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
9952,88.0,116.9993754561,39.3847797957,76.84324599911675,0,191,88.43,2.0,1.0,,3.0,44.215,24.0,24.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
13864,165.0,116.9993754561,39.3847797957,76.84324599911675,0,191,119.02,3.0,2.0,,5.0,39.67333333333333,11.0,11.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
13476,149.5,116.9993754561,39.3847797957,76.84324599911675,0,191,110.94,3.0,2.0,,5.0,36.98,26.0,26.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12394,136.5,116.9993754561,39.3847797957,76.84324599911675,0,191,110.14,3.0,2.0,,5.0,36.71333333333333,26.0,26.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,11,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
11376,126.2,116.9993754561,39.3847797957,76.84324599911675,0,191,110.94,3.0,1.0,,4.0,36.98,26.0,26.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,10,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
13193,129.0,116.9993754561,39.3847797957,76.84324599911675,0,191,97.78,3.0,2.0,,5.0,32.593333333333334,18.0,18.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,10,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12363,107.0,116.9993754561,39.3847797957,76.84324599911675,0,191,86.55,2.0,1.0,,3.0,43.275,17.0,17.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,10,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
9737,85.5,116.9993754561,39.3847797957,76.84324599911675,0,191,87.81,2.0,2.0,,4.0,43.905,24.0,24.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,10,4,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12484,122.0,116.9993754561,39.3847797957,76.84324599911675,0,191,97.73,3.0,2.0,,5.0,32.57666666666667,24.0,24.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,9,3,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
10364,91.0,116.9993754561,39.3847797957,76.84324599911675,0,191,87.81,2.0,2.0,,4.0,43.905,24.0,24.0,1.0,3.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,7,3,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
12251,106.0,116.9993754561,39.3847797957,76.84324599911675,0,191,86.53,2.0,1.0,,3.0,43.265,11.0,11.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,6,2,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
13036,112.8,116.9993754561,39.3847797957,76.84324599911675,0,191,86.53,2.0,1.0,,3.0,43.265,11.0,11.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,6,2,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
10881,129.5,116.9993754561,39.3847797957,76.84324599911675,0,191,119.02,3.0,2.0,,5.0,39.67333333333333,11.0,11.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2024,5,2,盛世颐园,天津,武清,"武清-东蒲洼-京福公路,近强国道"
14160,80.0,111.7879888914,36.8535410123,526.3688430224425,0,251,56.5,1.0,1.0,,2.0,56.5,29.0,29.0,1.0,5.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
17789,60.5,111.7879888914,36.8535410123,526.3688430224425,0,251,34.01,1.0,1.0,,2.0,34.01,29.0,29.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
15548,53.0,111.7879888914,36.8535410123,526.3688430224425,0,251,34.09,1.0,1.0,,2.0,34.09,29.0,29.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
13313,85.0,111.7879888914,36.8535410123,526.3688430224425,0,251,63.85,2.0,1.0,,3.0,31.925,26.0,26.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
11471,78.0,111.7879888914,36.8535410123,526.3688430224425,0,251,68.0,2.0,1.0,,3.0,34.0,29.0,29.0,1.0,4.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
15548,53.0,111.7879888914,36.8535410123,526.3688430224425,0,251,34.09,1.0,1.0,,1.0,34.09,29.0,29.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
17894,61.0,111.7879888914,36.8535410123,526.3688430224425,0,251,34.09,1.0,1.0,,1.0,34.09,29.0,29.0,1.0,1.0,25.0,2000.0,60000.0,950.0,1.8,30.0,0.8,2025,4,2,奥城公寓,天津,灵石,灵石-灵石-兴农北路
