成交单价（元）,成交金额（万元）,经度,纬度,到市中心距离_km,城市编码,区域编码,面积（m²）,室数,厅数,卫数,总房间数,每室面积,总楼层数,当前楼层估算,楼层比例,朝向评分,房龄,建筑年份_数值,小区面积_数值,小区户数_数值,容积率_数值,绿化率_数值,物业费_数值,成交年份,成交月份,成交季度,name,城市,area,address
106140,975,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.86,2,2,,4,45.93,22,11,0.5,5,15,2010,400000,2208,3.3,30,3.2,2025,5,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
106350,958,116.38420380629992,39.86874087129047,4.411717994720657,0,5,90.08,2,2,,4,45.04,17,8.5,0.5,5,15,2010,400000,2208,3.3,30,3.2,2025,4,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
100717,618,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.36,2,1,,3,30.68,22,17.6,0.8,2,15,2010,400000,2208,3.3,30,3.2,2025,3,1,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
113594,676,116.38420380629992,39.86874087129047,4.411717994720657,0,5,59.51,1,1,,2,59.51,21,16.8,0.8,4,15,2010,400000,2208,3.3,30,3.2,2025,3,1,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
92578,590,116.38420380629992,39.86874087129047,4.411717994720657,0,5,63.73,2,1,,3,31.865,18,14.4,0.8,2,15,2010,400000,2208,3.3,30,3.2,2025,2,1,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
92929,573,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.66,1,1,,2,61.66,22,17.6,0.8,2,15,2010,400000,2208,3.3,30,3.2,2025,1,1,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
100943,910,116.38420380629992,39.86874087129047,4.411717994720657,0,5,90.15,2,2,,4,45.075,19,,,5,15,2010,400000,2208,3.3,30,3.2,2024,12,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
119804,1078,116.38420380629992,39.86874087129047,4.411717994720657,0,5,89.98,2,2,,4,44.99,17,8.5,0.5,,15,2010,400000,2208,3.3,30,3.2,2024,12,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
107209,638,116.38420380629992,39.86874087129047,4.411717994720657,0,5,59.51,1,1,,2,59.51,21,4.2,0.2,5,15,2010,400000,2208,3.3,30,3.2,2024,12,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
90998,560,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.54,2,1,,3,30.77,22,4.4,0.2,2,15,2010,400000,2208,3.3,30,3.2,2024,12,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
91189,562,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.63,1,2,,3,61.63,22,11,0.5,2,15,2010,400000,2208,3.3,30,3.2,2024,12,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
105378,968,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.86,2,1,,3,45.93,22,4.4,0.2,5,15,2010,400000,2208,3.3,30,3.2,2024,11,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
101307,930,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.8,2,2,,4,45.9,22,4.4,0.2,5,15,2010,400000,2208,3.3,30,3.2,2024,11,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
91973,566,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.54,2,1,,3,30.77,22,11,0.5,2,15,2010,400000,2208,3.3,30,3.2,2024,11,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
105051,965,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.86,2,2,,4,45.93,22,4.4,0.2,5,15,2010,400000,2208,3.3,30,3.2,2024,11,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
92623,570,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.54,2,1,,3,30.77,22,11,0.5,2,15,2010,400000,2208,3.3,30,3.2,2024,10,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
92826,590,116.38420380629992,39.86874087129047,4.411717994720657,0,5,63.56,2,1,,3,31.78,17,13.600000000000001,0.8,2,15,2010,400000,2208,3.3,30,3.2,2024,10,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
83198,513,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.66,2,1,,3,30.83,22,4.4,0.2,2,15,2010,400000,2208,3.3,30,3.2,2024,10,4,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
117987,1062,116.38420380629992,39.86874087129047,4.411717994720657,0,5,90.01,2,2,,4,45.005,17,8.5,0.5,,15,2010,400000,2208,3.3,30,3.2,2024,9,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
84537,521,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.63,2,1,,3,30.815,22,11,0.5,2,15,2010,400000,2208,3.3,30,3.2,2024,9,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
109031,856,116.38420380629992,39.86874087129047,4.411717994720657,0,5,78.51,2,1,,3,39.255,17,8.5,0.5,4,15,2010,400000,2208,3.3,30,3.2,2024,9,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
118261,1610,116.38420380629992,39.86874087129047,4.411717994720657,0,5,136.14,3,1,,4,45.379999999999995,17,3.4000000000000004,0.2,5,15,2010,400000,2208,3.3,30,3.2,2024,8,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
100143,912,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.07,2,2,,4,45.535,21,,,5,15,2010,400000,2208,3.3,30,3.2,2024,8,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
109902,1010,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.9,2,2,,4,45.95,22,17.6,0.8,5,15,2010,400000,2208,3.3,30,3.2,2024,7,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
110550,1007,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.09,2,2,,4,45.545,21,4.2,0.2,5,15,2010,400000,2208,3.3,30,3.2,2024,7,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
105539,966,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.53,2,2,,4,45.765,22,,,5,15,2010,400000,2208,3.3,30,3.2,2024,7,3,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
95223,586,116.38420380629992,39.86874087129047,4.411717994720657,0,5,61.54,2,1,,3,30.77,22,4.4,0.2,2,15,2010,400000,2208,3.3,30,3.2,2024,6,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
125162,1158,116.38420380629992,39.86874087129047,4.411717994720657,0,5,92.52,2,2,,4,46.26,22,4.4,0.2,,15,2010,400000,2208,3.3,30,3.2,2024,6,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
109950,1010,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.86,2,2,,4,45.93,22,17.6,0.8,5,15,2010,400000,2208,3.3,30,3.2,2024,6,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
119698,1095,116.38420380629992,39.86874087129047,4.411717994720657,0,5,91.48,2,2,,4,45.74,22,11,0.5,,15,2010,400000,2208,3.3,30,3.2,2024,5,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
91981,772,116.38420380629992,39.86874087129047,4.411717994720657,0,5,83.93,1,2,,3,83.93,17,8.5,0.5,2,15,2010,400000,2208,3.3,30,3.2,2024,5,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
98607,630,116.38420380629992,39.86874087129047,4.411717994720657,0,5,63.89,2,1,,3,31.945,18,9,0.5,2,15,2010,400000,2208,3.3,30,3.2,2024,5,2,中海紫御公馆,北京,宣武,宣武-陶然亭-永定门西滨河路
89263,769,116.28046653352244,39.94970094864284,11.94790910923255,0,14,86.15,3,1,,4,28.71666666666667,6,3,0.5,,25,2000,,,3.1,35,1.25,2025,5,2,远大园六区,北京,海淀,海淀-世纪城-板井路
95178,675,116.28046653352244,39.94970094864284,11.94790910923255,0,14,70.92,2,1,,3,35.46,6,3,0.5,,25,2000,,,3.1,35,1.25,2025,5,2,远大园六区,北京,海淀,海淀-世纪城-板井路
84434,780,116.28046653352244,39.94970094864284,11.94790910923255,0,14,92.38,3,1,,4,30.793333333333333,6,,,,25,2000,,,3.1,35,1.25,2025,3,1,远大园六区,北京,海淀,海淀-世纪城-板井路
94633,670,116.28046653352244,39.94970094864284,11.94790910923255,0,14,70.8,2,1,,3,35.4,6,4.800000000000001,0.8000000000000002,,25,2000,,,3.1,35,1.25,2025,1,1,远大园六区,北京,海淀,海淀-世纪城-板井路
90127,1195,116.28046653352244,39.94970094864284,11.94790910923255,0,14,132.59,2,1,,3,66.295,16,3.2,0.2,4,25,2000,,,3.1,35,1.25,2024,12,4,远大园六区,北京,海淀,海淀-世纪城-板井路
97998,695,116.28046653352244,39.94970094864284,11.94790910923255,0,14,70.92,2,1,,3,35.46,6,3,0.5,,25,2000,,,3.1,35,1.25,2024,12,4,远大园六区,北京,海淀,海淀-世纪城-板井路
98509,1328,116.28046653352244,39.94970094864284,11.94790910923255,0,14,134.81,3,2,,5,44.93666666666667,16,12.8,0.8,4,25,2000,,,3.1,35,1.25,2024,12,4,远大园六区,北京,海淀,海淀-世纪城-板井路
89928,1317,116.28046653352244,39.94970094864284,11.94790910923255,0,14,146.45,3,2,,5,48.81666666666666,16,12.8,0.8,4,25,2000,,,3.1,35,1.25,2024,11,4,远大园六区,北京,海淀,海淀-世纪城-板井路
86353,448,116.28046653352244,39.94970094864284,11.94790910923255,0,14,51.88,1,1,,2,51.88,6,3,0.5,,25,2000,,,3.1,35,1.25,2024,11,4,远大园六区,北京,海淀,海淀-世纪城-板井路
85197,442,116.28046653352244,39.94970094864284,11.94790910923255,0,14,51.88,1,1,,2,51.88,6,,,,25,2000,,,3.1,35,1.25,2024,10,4,远大园六区,北京,海淀,海淀-世纪城-板井路
82827,1296,116.28046653352244,39.94970094864284,11.94790910923255,0,14,156.47,3,1,,4,52.156666666666666,16,,,,25,2000,,,3.1,35,1.25,2024,10,4,远大园六区,北京,海淀,海淀-世纪城-板井路
79891,1170,116.28046653352244,39.94970094864284,11.94790910923255,0,14,146.45,3,1,,4,48.81666666666666,16,3.2,0.2,4,25,2000,,,3.1,35,1.25,2024,10,4,远大园六区,北京,海淀,海淀-世纪城-板井路
81244,742,116.28046653352244,39.94970094864284,11.94790910923255,0,14,91.33,3,1,,4,30.44333333333333,6,1.2000000000000002,0.20000000000000004,,25,2000,,,3.1,35,1.25,2024,9,3,远大园六区,北京,海淀,海淀-世纪城-板井路
81834,705,116.28046653352244,39.94970094864284,11.94790910923255,0,14,86.15,3,1,,4,28.71666666666667,6,4.800000000000001,0.8000000000000002,,25,2000,,,3.1,35,1.25,2024,9,3,远大园六区,北京,海淀,海淀-世纪城-板井路
85052,965,116.28046653352244,39.94970094864284,11.94790910923255,0,14,113.46,2,1,,3,56.73,16,8,0.5,,25,2000,,,3.1,35,1.25,2024,8,3,远大园六区,北京,海淀,海淀-世纪城-板井路
93467,485,116.28046653352244,39.94970094864284,11.94790910923255,0,14,51.89,1,1,,2,51.89,6,3,0.5,,25,2000,,,3.1,35,1.25,2024,7,3,远大园六区,北京,海淀,海淀-世纪城-板井路
89397,634,116.28046653352244,39.94970094864284,11.94790910923255,0,14,70.92,2,1,,3,35.46,6,,,,25,2000,,,3.1,35,1.25,2024,7,3,远大园六区,北京,海淀,海淀-世纪城-板井路
86870,612,116.28046653352244,39.94970094864284,11.94790910923255,0,14,70.45,2,1,,3,35.225,6,4.800000000000001,0.8000000000000002,,25,2000,,,3.1,35,1.25,2024,6,2,远大园六区,北京,海淀,海淀-世纪城-板井路
97461,691,116.28046653352244,39.94970094864284,11.94790910923255,0,14,70.9,2,1,,3,35.45,6,1.2000000000000002,0.20000000000000004,,25,2000,,,3.1,35,1.25,2024,5,2,远大园六区,北京,海淀,海淀-世纪城-板井路
67941,416,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,61.23,2,1,,3,30.615,29,23.200000000000003,0.8,2,27,1998,52893,600,4.5,10,1.42,2025,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78132,666,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,85.24,3,1,,4,28.41333333333333,28,22.400000000000002,0.8,,27,1998,52893,600,4.5,10,1.42,2025,4,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
69735,497,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,1,,3,35.635,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2025,4,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77856,398,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.12,1,1,,2,51.12,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2025,3,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76298,545,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,2,,4,35.715,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2025,3,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
79840,400,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,50.1,1,1,,2,50.1,28,14,0.5,3,27,1998,52893,600,4.5,10,1.42,2025,3,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76458,544,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.15,2,2,,4,35.575,29,5.800000000000001,0.2,3,27,1998,52893,600,4.5,10,1.42,2025,3,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77238,396,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.27,1,1,,2,51.27,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2025,3,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
82063,560,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,68.24,2,1,,3,34.12,28,22.400000000000002,0.8,3,27,1998,52893,600,4.5,10,1.42,2025,2,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
81901,405,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,49.45,1,1,,2,49.45,18,14.4,0.8,3,27,1998,52893,600,4.5,10,1.42,2025,2,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77579,555,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.54,2,2,,4,35.77,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2025,2,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
79589,480,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,60.31,2,1,,3,30.155,17,3.4000000000000004,0.2,,27,1998,52893,600,4.5,10,1.42,2025,1,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
82156,500,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,60.86,2,1,,3,30.43,29,14.5,0.5,2,27,1998,52893,600,4.5,10,1.42,2025,1,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
75678,388,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.27,1,1,,2,51.27,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2025,1,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
75873,389,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.27,2,1,,3,25.635,29,,,3,27,1998,52893,600,4.5,10,1.42,2025,1,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
88547,552,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,62.34,2,1,,3,31.17,18,9,0.5,,27,1998,52893,600,4.5,10,1.42,2025,1,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77613,502,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,64.68,2,1,,3,32.34,28,22.400000000000002,0.8,3,27,1998,52893,600,4.5,10,1.42,2025,1,1,广渠家园,北京,东城,东城-广渠门-广渠门外大街
82276,525,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,63.81,2,1,,3,31.905,28,14,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,12,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77171,550,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,2,,4,35.635,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,12,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
71839,512,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,2,,4,35.635,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,12,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
68214,488,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.54,2,2,,4,35.77,29,,,3,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
90624,722,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,79.67,3,1,,4,26.55666666666667,29,23.200000000000003,0.8,4,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
74504,533,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.54,2,2,,4,35.77,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
89403,707,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,79.08,3,1,,4,26.36,29,14.5,0.5,4,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
85848,680,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,79.21,3,1,,4,26.403333333333332,29,5.800000000000001,0.2,4,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78870,405,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.35,1,1,,2,51.35,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
80439,403,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,50.1,1,1,,2,50.1,28,14,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,11,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76019,388,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.04,1,1,,2,51.04,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78023,660,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,84.59,3,1,,4,28.19666666666667,28,14,0.5,2,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
74312,381,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.27,1,1,,2,51.27,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
70555,502,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.15,2,1,,3,35.575,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
66367,473,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,2,,4,35.635,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
82710,409,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,49.45,1,1,,2,49.45,18,9,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76291,390,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.12,1,1,,2,51.12,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,10,4,广渠家园,北京,东城,东城-广渠门-广渠门外大街
66639,476,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,2,,4,35.715,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,9,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
75738,541,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,2,,4,35.715,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,9,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78506,477,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,60.76,2,1,,3,30.38,29,5.800000000000001,0.2,2,27,1998,52893,600,4.5,10,1.42,2024,8,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
81643,503,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,61.61,2,1,,3,30.805,28,14,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,8,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78018,400,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.27,2,1,,3,25.635,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,8,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77278,552,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,2,,4,35.715,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,7,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
88518,700,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,79.08,3,1,,4,26.36,29,14.5,0.5,4,27,1998,52893,600,4.5,10,1.42,2024,7,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
77507,398,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.35,1,1,,2,51.35,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,7,3,广渠家园,北京,东城,东城-广渠门-广渠门外大街
79658,569,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,2,,4,35.715,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
95059,606,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,63.75,2,1,,3,31.875,18,14.4,0.8,,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
91482,566,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,61.87,2,1,,3,30.935,18,3.6,0.2,,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76578,547,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,1,,3,35.715,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78672,481,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,61.14,2,1,,3,30.57,29,23.200000000000003,0.8,2,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78386,507,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,64.68,2,1,,3,32.34,28,22.400000000000002,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
74786,533,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,2,,4,35.635,29,5.800000000000001,0.2,3,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76277,572,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,74.99,3,1,,4,24.996666666666666,29,5.800000000000001,0.2,,27,1998,52893,600,4.5,10,1.42,2024,6,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78013,556,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,1,,3,35.635,29,5.800000000000001,0.2,3,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
69553,355,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,51.04,1,1,,2,51.04,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76750,547,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.27,2,2,,4,35.635,29,5.800000000000001,0.2,3,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
73386,525,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.54,2,1,,3,35.77,29,23.200000000000003,0.8,3,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
76158,544,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,71.43,2,1,,3,35.715,29,14.5,0.5,3,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
78144,586,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,74.99,3,1,,4,24.996666666666666,29,14.5,0.5,,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
87927,670,116.44395081308288,39.88972423043681,3.5090550268179115,0,0,76.2,3,1,,4,25.400000000000002,18,3.6,0.2,,27,1998,52893,600,4.5,10,1.42,2024,5,2,广渠家园,北京,东城,东城-广渠门-广渠门外大街
72253,388,116.2854173946075,39.92758321976104,10.723295394465262,0,14,53.7,2,1,,3,26.85,6,4.800000000000001,0.8000000000000002,,43,1982,800000,6000,2.3,40,0.5,2025,5,2,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
76000,418,116.2854173946075,39.92758321976104,10.723295394465262,0,14,55,2,1,,3,27.5,6,3,0.5,,43,1982,800000,6000,2.3,40,0.5,2025,4,2,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
70870,399,116.2854173946075,39.92758321976104,10.723295394465262,0,14,56.3,2,1,,3,28.15,6,1.2000000000000002,0.20000000000000004,,43,1982,800000,6000,2.3,40,0.5,2025,4,2,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
74128,404,116.2854173946075,39.92758321976104,10.723295394465262,0,14,54.5,2,1,,3,27.25,6,3,0.5,,43,1982,800000,6000,2.3,40,0.5,2025,3,1,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
81818,486,116.2854173946075,39.92758321976104,10.723295394465262,0,14,59.4,2,1,,3,29.7,6,,,,43,1982,800000,6000,2.3,40,0.5,2025,3,1,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
81294,465,116.2854173946075,39.92758321976104,10.723295394465262,0,14,57.2,2,1,,3,28.6,6,1.2000000000000002,0.20000000000000004,,43,1982,800000,6000,2.3,40,0.5,2025,3,1,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
81501,630,116.2854173946075,39.92758321976104,10.723295394465262,0,14,77.3,3,1,,4,25.766666666666666,6,,,,43,1982,800000,6000,2.3,40,0.5,2025,3,1,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
73563,320,116.2854173946075,39.92758321976104,10.723295394465262,0,14,43.5,1,1,,2,43.5,6,3,0.5,,43,1982,800000,6000,2.3,40,0.5,2025,3,1,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
54228,295,116.2854173946075,39.92758321976104,10.723295394465262,0,14,54.4,2,1,,3,27.2,6,,,,43,1982,800000,6000,2.3,40,0.5,2025,3,1,八里庄北里,北京,海淀,海淀-定慧寺-玲珑路
